D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
D,25,1234,98745
